cohort,from_aoi,to_aoi,mean_count
7-month-olds,man_face,man_body,0.08
7-month-olds,man_face,woman_face,0.08
7-month-olds,man_face,woman_body,0.12
7-month-olds,man_face,toy_present,0.24
7-month-olds,man_face,toy_location,0.0
7-month-olds,man_body,man_face,0.24
7-month-olds,man_body,woman_face,0.08
7-month-olds,man_body,woman_body,0.16
7-month-olds,man_body,toy_present,0.24
7-month-olds,man_body,toy_location,0.0
7-month-olds,woman_face,man_face,0.08
7-month-olds,woman_face,man_body,0.04
7-month-olds,woman_face,woman_body,0.08
7-month-olds,woman_face,toy_present,0.2
7-month-olds,woman_face,toy_location,0.0
7-month-olds,woman_body,man_face,0.04
7-month-olds,woman_body,man_body,0.04
7-month-olds,woman_body,woman_face,0.16
7-month-olds,woman_body,toy_present,0.64
7-month-olds,woman_body,toy_location,0.0
7-month-olds,toy_present,man_face,0.36
7-month-olds,toy_present,man_body,0.2
7-month-olds,toy_present,woman_face,0.2
7-month-olds,toy_present,woman_body,0.48
7-month-olds,toy_present,toy_location,0.0
7-month-olds,toy_location,man_face,0.0
7-month-olds,toy_location,man_body,0.0
7-month-olds,toy_location,woman_face,0.0
7-month-olds,toy_location,woman_body,0.0
7-month-olds,toy_location,toy_present,0.0
8-month-olds,man_face,man_body,0.10344827586206896
8-month-olds,man_face,woman_face,0.20689655172413793
8-month-olds,man_face,woman_body,0.06896551724137931
8-month-olds,man_face,toy_present,0.13793103448275862
8-month-olds,man_face,toy_location,0.0
8-month-olds,man_body,man_face,0.10344827586206896
8-month-olds,man_body,woman_face,0.06896551724137931
8-month-olds,man_body,woman_body,0.1724137931034483
8-month-olds,man_body,toy_present,0.06896551724137931
8-month-olds,man_body,toy_location,0.0
8-month-olds,woman_face,man_face,0.20689655172413793
8-month-olds,woman_face,man_body,0.06896551724137931
8-month-olds,woman_face,woman_body,0.13793103448275862
8-month-olds,woman_face,toy_present,0.5172413793103449
8-month-olds,woman_face,toy_location,0.0
8-month-olds,woman_body,man_face,0.0
8-month-olds,woman_body,man_body,0.034482758620689655
8-month-olds,woman_body,woman_face,0.41379310344827586
8-month-olds,woman_body,toy_present,0.4482758620689655
8-month-olds,woman_body,toy_location,0.0
8-month-olds,toy_present,man_face,0.20689655172413793
