participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Seven-0202-6362,2,f,7.0,9,0.0,0.1111111111111111,0.7777777777777778
Seven-0202-6362,3,f,7.0,3,0.0,0.0,0.6666666666666666
Seven-0401-1655,1,f,7.0,1,0.0,1.0,0.0
Seven-0401-1655,2,f,7.0,3,0.0,0.0,0.6666666666666666
Seven-0401-1655,3,f,7.0,2,0.5,0.0,0.0
Seven-0401-1655,4,f,7.0,1,0.0,1.0,0.0
Seven-0601-6417,1,f,7.0,2,0.0,0.5,0.0
Seven-0601-6417,2,f,7.0,7,0.14285714285714285,0.2857142857142857,0.5714285714285714
Seven-0601-6417,3,f,7.0,2,0.0,0.0,1.0
Ten-0102-5728,1,f,10.0,5,0.2,0.6,0.2
Ten-0102-5728,2,f,10.0,1,0.0,0.0,0.0
Ten-0102-5728,3,f,10.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ten-0102-5728,7,f,10.0,2,0.0,0.0,0.0
Ten-0102-5728,8,f,10.0,7,0.42857142857142855,0.0,0.0
Ten-0301-1158,1,f,10.0,5,0.4,0.0,0.2
Ten-0301-1158,2,f,10.0,8,0.125,0.25,0.375
Ten-0301-1158,3,f,10.0,4,0.0,0.0,0.0
Ten-0301-242,1,f,10.0,3,0.3333333333333333,0.0,0.3333333333333333
Ten-0301-242,2,f,10.0,6,0.3333333333333333,0.0,0.3333333333333333
Ten-0301-242,3,f,10.0,1,0.0,0.0,1.0
Ten-0401-800,1,f,10.0,6,0.5,0.0,0.0
Ten-0401-800,2,f,10.0,5,0.4,0.0,0.4
Ten-0401-800,3,f,10.0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666
Ten-0501-455,1,f,10.0,6,0.6666666666666666,0.0,0.0
Ten-0501-455,2,f,10.0,3,1.0,0.0,0.0
Ten-0501-455,3,f,10.0,5,1.0,0.0,0.0
Ten-0501-5669,1,f,10.0,1,0.0,1.0,0.0
Ten-0501-5669,2,f,10.0,5,0.2,0.2,0.6
Ten-0501-5669,3,f,10.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ten-0501-5753,1,f,10.0,5,1.0,0.0,0.0
Ten-0501-5753,2,f,10.0,7,1.0,0.0,0.0
Ten-0501-5753,3,f,10.0,7,0.7142857142857143,0.0,0.0
Ten-0601-5737,1,f,10.0,6,0.8333333333333334,0.0,0.0
Ten-0601-5737,2,f,10.0,2,0.0,0.0,0.5
Ten-0601-5737,5,f,10.0,1,0.0,1.0,0.0
Ten-0601-5737,6,f,10.0,4,0.0,0.0,0.0
Ten-0601-825,1,f,10.0,8,0.125,0.125,0.625
Ten-0601-825,2,f,10.0,8,0.125,0.125,0.625
Ten-0601-825,3,f,10.0,5,0.4,0.4,0.2
Ten-0602-5894,1,f,10.0,5,1.0,0.0,0.0
Ten-0602-5894,2,f,10.0,3,1.0,0.0,0.0
Ten-0602-5894,3,f,10.0,2,0.0,0.5,0.5
Ten-0602-5894,4,f,10.0,5,0.4,0.0,0.0
ThirtyFive-0301-1675,2,f,420.0,1,0.0,0.0,1.0
ThirtyFive-0301-1675,3,f,420.0,1,0.0,0.0,1.0
ThirtyFive-0301-1675,4,f,420.0,3,0.0,0.6666666666666666,0.3333333333333333
ThirtyNine-0101-1660,1,f,468.0,1,0.0,1.0,0.0
ThirtyNine-0101-1660,2,f,468.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
ThirtyNine-0101-1660,3,f,468.0,1,0.0,0.0,1.0
ThirtyOne-0201-1676,1,f,372.0,1,0.0,1.0,0.0
ThirtyOne-0201-1676,2,f,372.0,2,0.0,0.0,1.0
ThirtyOne-0201-1676,3,f,372.0,3,0.0,0.3333333333333333,0.3333333333333333
TwentyEight-0101-1664,1,f,336.0,3,0.0,0.6666666666666666,0.0
TwentyEight-0101-1664,2,f,336.0,4,0.0,0.5,0.25
TwentyEight-0101-1664,3,f,336.0,5,0.0,0.2,0.4
TwentyFive-0101-1667,1,f,300.0,4,0.75,0.25,0.0
TwentyFive-0101-1667,2,f,300.0,2,0.0,0.5,0.5
TwentyFive-0101-1667,3,f,300.0,1,0.0,0.0,1.0
TwentyFive-0201-1669,1,f,300.0,5,0.2,0.6,0.2
TwentyFive-0201-1669,2,f,300.0,3,0.0,1.0,0.0
TwentyFive-0201-1669,3,f,300.0,5,0.0,0.6,0.0
TwentyFive-0201-1669,4,f,300.0,1,0.0,1.0,0.0
TwentyFour-0101-1663,1,f,288.0,2,0.0,0.5,0.5
TwentyFour-0101-1663,2,f,288.0,6,0.16666666666666666,0.5,0.3333333333333333
TwentyFour-0101-1663,3,f,288.0,4,0.0,0.5,0.0
TwentySeven-0101-1670,1,f,324.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
TwentySeven-0101-1670,2,f,324.0,5,0.2,0.6,0.2
TwentySeven-0101-1670,3,f,324.0,7,0.2857142857142857,0.42857142857142855,0.14285714285714285
TwentyThree-0601-1671,1,f,276.0,5,0.0,0.2,0.6
TwentyThree-0601-1671,2,f,276.0,2,0.0,0.0,1.0
TwentyThree-0601-1671,3,f,276.0,4,0.0,0.5,0.25
TwentyTwo-0101-1661,1,f,264.0,2,0.0,0.5,0.5
TwentyTwo-0101-1661,2,f,264.0,5,0.0,0.6,0.0
TwentyTwo-0101-1661,3,f,264.0,3,0.3333333333333333,0.6666666666666666,0.0
TwentyTwo-0201-1665,1,f,264.0,4,0.25,0.75,0.0
TwentyTwo-0201-1665,2,f,264.0,5,0.2,0.6,0.2
TwentyTwo-0201-1665,3,f,264.0,6,0.6666666666666666,0.3333333333333333,0.0
