participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Eight-0101-1579,1,gwo,8.0,5,0.2,0.0,0.0
Eight-0101-1579,2,gwo,8.0,4,0.5,0.0,0.0
Eight-0101-1579,3,gwo,8.0,3,0.3333333333333333,0.0,0.0
Eight-0101-947,1,gwo,8.0,1,0.0,0.0,0.0
Eight-0101-947,2,gwo,8.0,2,1.0,0.0,0.0
Eight-0201-1170,2,gwo,8.0,3,0.0,0.3333333333333333,0.3333333333333333
Eight-0201-1464,1,gwo,8.0,4,0.0,0.5,0.0
Eight-0201-1464,2,gwo,8.0,3,0.0,0.0,0.0
Eight-0201-1464,3,gwo,8.0,2,0.5,0.0,0.0
Eight-0301-1658,1,gwo,8.0,2,0.0,0.0,0.0
Eight-0301-1658,2,gwo,8.0,3,0.0,0.0,0.0
Eight-0301-1658,5,gwo,8.0,4,0.25,0.0,0.25
Eight-0302-5513,1,gwo,8.0,1,0.0,0.0,1.0
Eight-0302-5513,2,gwo,8.0,1,0.0,0.0,1.0
Eight-0302-5513,3,gwo,8.0,2,0.0,0.0,0.0
Eight-0401-1638,2,gwo,8.0,4,0.0,0.0,1.0
Eight-0401-1638,3,gwo,8.0,2,0.0,0.0,1.0
Eight-0401-1638,8,gwo,8.0,2,0.0,0.0,0.5
Eight-0501-6206,1,gwo,8.0,4,0.0,0.0,0.75
Eight-0501-6206,2,gwo,8.0,4,0.0,0.25,0.5
Eight-0501-6206,3,gwo,8.0,3,0.0,0.0,0.3333333333333333
Eight-0601-5801,1,gwo,8.0,2,0.0,0.5,0.5
Eight-0601-5801,4,gwo,8.0,1,0.0,0.0,0.0
Eleven-0101-141,1,gwo,11.0,6,0.6666666666666666,0.0,0.0
Eleven-0101-141,2,gwo,11.0,6,0.5,0.3333333333333333,0.0
Eleven-0101-141,3,gwo,11.0,6,0.6666666666666666,0.0,0.0
Eleven-0101-342,1,gwo,11.0,5,0.0,0.2,0.6
Eleven-0101-342,2,gwo,11.0,3,0.3333333333333333,0.6666666666666666,0.0
Eleven-0101-342,3,gwo,11.0,2,0.0,0.5,0.5
Eleven-0201-209,2,gwo,11.0,6,0.0,0.16666666666666666,0.16666666666666666
Eleven-0201-209,3,gwo,11.0,2,0.0,0.0,0.5
Eleven-0202-5721,5,gwo,11.0,2,0.0,0.0,0.0
Eleven-0202-5721,6,gwo,11.0,4,0.0,0.25,0.5
Eleven-0202-5721,8,gwo,11.0,1,0.0,0.0,0.0
Eleven-0301-372,2,gwo,11.0,2,0.5,0.5,0.0
Eleven-0301-372,7,gwo,11.0,5,0.6,0.4,0.0
Eleven-0301-372,8,gwo,11.0,2,0.5,0.5,0.0
Eleven-0301-418,1,gwo,11.0,5,0.0,0.4,0.2
Eleven-0301-418,2,gwo,11.0,3,0.0,0.0,0.6666666666666666
Eleven-0301-418,3,gwo,11.0,4,0.0,0.0,0.5
Eleven-0301-5909,1,gwo,11.0,4,0.5,0.5,0.0
Eleven-0301-5909,3,gwo,11.0,4,0.5,0.0,0.0
Eleven-0301-5909,4,gwo,11.0,3,0.0,0.0,0.6666666666666666
Eleven-0301-5909,5,gwo,11.0,4,1.0,0.0,0.0
FiftySix-0501-1673,1,gwo,672.0,6,0.5,0.5,0.0
FiftySix-0501-1673,2,gwo,672.0,6,0.3333333333333333,0.3333333333333333,0.3333333333333333
FiftySix-0501-1673,3,gwo,672.0,3,0.0,0.3333333333333333,0.6666666666666666
FortyOne-0101-1677,1,gwo,492.0,6,0.5,0.5,0.0
FortyOne-0101-1677,2,gwo,492.0,7,0.2857142857142857,0.0,0.0
FortyOne-0101-1677,3,gwo,492.0,7,0.42857142857142855,0.2857142857142857,0.14285714285714285
FortySix-0101-1666,1,gwo,552.0,4,0.25,0.25,0.25
FortySix-0101-1666,2,gwo,552.0,5,0.6,0.4,0.0
FortySix-0101-1666,3,gwo,552.0,6,0.16666666666666666,0.0,0.0
FourtySix-0401-1672,1,gwo,552.0,7,0.14285714285714285,0.5714285714285714,0.2857142857142857
FourtySix-0401-1672,2,gwo,552.0,4,0.25,0.5,0.0
FourtySix-0401-1672,3,gwo,552.0,5,0.4,0.2,0.2
Nine-0101-598,1,gwo,9.0,3,1.0,0.0,0.0
Nine-0101-694,1,gwo,9.0,2,0.0,0.5,0.0
Nine-0101-694,3,gwo,9.0,1,0.0,0.0,0.0
Nine-0101-707,1,gwo,9.0,4,0.0,0.25,0.25
Nine-0101-707,2,gwo,9.0,3,0.6666666666666666,0.3333333333333333,0.0
Nine-0101-707,3,gwo,9.0,4,0.0,0.25,0.25
Nine-0201-1035,1,gwo,9.0,2,0.5,0.5,0.0
Nine-0201-1035,3,gwo,9.0,1,0.0,1.0,0.0
Nine-0201-464,1,gwo,9.0,4,0.0,0.75,0.0
Nine-0201-464,2,gwo,9.0,4,0.0,0.75,0.0
Nine-0201-464,4,gwo,9.0,2,0.0,0.5,0.0
Nine-0301-1009,1,gwo,9.0,2,0.0,0.0,0.5
Nine-0301-1171,2,gwo,9.0,2,0.0,0.0,1.0
Nine-0401-1013,1,gwo,9.0,2,0.5,0.5,0.0
Nine-0401-1013,2,gwo,9.0,3,0.0,0.3333333333333333,0.3333333333333333
