participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Eight-0101-1579,1,sw,8.0,5,0.2,0.6,0.0
Eight-0101-947,1,sw,8.0,3,0.3333333333333333,0.0,0.0
Eight-0101-947,2,sw,8.0,3,0.3333333333333333,0.0,0.3333333333333333
Eight-0101-947,4,sw,8.0,3,0.3333333333333333,0.6666666666666666,0.0
Eight-0201-1170,4,sw,8.0,5,0.0,0.0,0.6
Eight-0201-1464,1,sw,8.0,7,0.0,0.14285714285714285,0.7142857142857143
Eight-0201-1464,2,sw,8.0,4,0.25,0.25,0.25
Eight-0201-1464,3,sw,8.0,4,0.5,0.25,0.25
Eight-0301-1158,1,sw,8.0,6,0.16666666666666666,0.5,0.3333333333333333
Eight-0301-1158,2,sw,8.0,5,0.0,0.4,0.2
Eight-0301-1158,3,sw,8.0,5,0.2,0.2,0.4
Eight-0301-1658,3,sw,8.0,3,0.0,0.0,0.3333333333333333
Eight-0302-5513,1,sw,8.0,4,0.0,0.75,0.0
Eight-0302-5513,2,sw,8.0,2,0.5,0.0,0.0
Eight-0302-5513,3,sw,8.0,4,0.5,0.5,0.0
Eight-0302-5513,4,sw,8.0,2,0.0,0.0,0.0
Eight-0401-1638,1,sw,8.0,6,0.0,0.6666666666666666,0.3333333333333333
Eight-0401-1638,2,sw,8.0,2,0.0,0.0,0.5
Eight-0401-1638,3,sw,8.0,6,0.0,0.16666666666666666,0.5
Eight-0401-1638,4,sw,8.0,6,0.0,0.3333333333333333,0.6666666666666666
Eight-0501-6206,1,sw,8.0,7,0.0,0.2857142857142857,0.14285714285714285
Eight-0501-6206,2,sw,8.0,6,0.0,0.3333333333333333,0.3333333333333333
Eight-0501-6206,3,sw,8.0,3,0.0,0.3333333333333333,0.3333333333333333
Eight-0501-6206,4,sw,8.0,3,0.0,0.0,0.3333333333333333
Eight-0501-6206,5,sw,8.0,6,0.0,0.16666666666666666,0.3333333333333333
Eight-0601-5801,1,sw,8.0,2,0.0,0.0,1.0
Eight-0601-5801,2,sw,8.0,2,0.0,0.5,0.0
Eight-0601-5801,4,sw,8.0,3,0.0,0.3333333333333333,0.3333333333333333
Eight-0601-5801,5,sw,8.0,1,0.0,1.0,0.0
Eleven-0101-141,1,sw,11.0,8,0.25,0.25,0.125
Eleven-0101-141,2,sw,11.0,10,0.2,0.5,0.0
Eleven-0101-141,3,sw,11.0,3,0.0,0.3333333333333333,0.3333333333333333
Eleven-0101-141,4,sw,11.0,2,0.0,1.0,0.0
Eleven-0101-342,1,sw,11.0,5,0.0,0.4,0.6
Eleven-0101-342,2,sw,11.0,4,0.0,0.5,0.25
Eleven-0101-342,3,sw,11.0,5,0.0,0.2,0.4
Eleven-0201-209,1,sw,11.0,8,0.125,0.625,0.0
Eleven-0201-209,2,sw,11.0,2,0.0,1.0,0.0
Eleven-0201-209,3,sw,11.0,3,0.0,0.0,0.3333333333333333
Eleven-0202-5721,1,sw,11.0,5,0.2,0.6,0.0
Eleven-0202-5721,2,sw,11.0,5,0.2,0.4,0.0
Eleven-0202-5721,3,sw,11.0,3,0.0,0.0,0.0
Eleven-0301-372,1,sw,11.0,2,0.0,1.0,0.0
Eleven-0301-372,2,sw,11.0,4,0.25,0.25,0.25
Eleven-0301-372,4,sw,11.0,2,0.5,0.5,0.0
Eleven-0301-372,5,sw,11.0,4,0.25,0.75,0.0
Eleven-0301-418,1,sw,11.0,2,0.0,1.0,0.0
Eleven-0301-418,2,sw,11.0,2,0.0,1.0,0.0
Eleven-0301-418,3,sw,11.0,4,0.0,0.5,0.25
Eleven-0301-418,4,sw,11.0,2,0.0,0.0,0.5
Eleven-0301-5909,1,sw,11.0,5,0.2,0.8,0.0
Eleven-0301-5909,2,sw,11.0,6,0.16666666666666666,0.8333333333333334,0.0
Eleven-0301-5909,3,sw,11.0,3,0.6666666666666666,0.0,0.0
Eleven-0301-5909,4,sw,11.0,3,0.0,0.6666666666666666,0.0
Eleven-0501-837,1,sw,11.0,4,0.75,0.25,0.0
Eleven-0501-837,2,sw,11.0,2,0.5,0.5,0.0
Eleven-0501-837,3,sw,11.0,4,0.0,0.75,0.0
Eleven-0501-837,4,sw,11.0,1,0.0,1.0,0.0
FiftySix-0501-1673,1,sw,672.0,6,0.16666666666666666,0.8333333333333334,0.0
FiftySix-0501-1673,2,sw,672.0,8,0.125,0.625,0.25
FiftySix-0501-1673,3,sw,672.0,4,0.25,0.75,0.0
FortyOne-0101-1677,1,sw,492.0,9,0.0,0.3333333333333333,0.2222222222222222
FortyOne-0101-1677,2,sw,492.0,9,0.1111111111111111,0.3333333333333333,0.1111111111111111
FortyOne-0101-1677,3,sw,492.0,6,0.16666666666666666,0.3333333333333333,0.16666666666666666
FortySix-0101-1666,1,sw,552.0,8,0.25,0.25,0.125
FortySix-0101-1666,2,sw,552.0,1,1.0,0.0,0.0
FortySix-0101-1666,3,sw,552.0,1,1.0,0.0,0.0
FourtySix-0401-1672,1,sw,552.0,8,0.5,0.25,0.0
FourtySix-0401-1672,2,sw,552.0,4,0.5,0.5,0.0
FourtySix-0401-1672,3,sw,552.0,6,0.16666666666666666,0.8333333333333334,0.0
Nine-0101-694,1,sw,9.0,4,0.0,0.0,0.25
Nine-0101-694,3,sw,9.0,1,0.0,0.0,0.0
Nine-0101-694,5,sw,9.0,1,0.0,0.0,0.0
Nine-0101-707,1,sw,9.0,4,0.0,1.0,0.0
Nine-0101-707,2,sw,9.0,2,1.0,0.0,0.0
Nine-0101-707,3,sw,9.0,6,0.16666666666666666,0.5,0.16666666666666666
Nine-0201-1035,1,sw,9.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Nine-0201-1035,3,sw,9.0,4,0.0,0.0,1.0
Nine-0201-464,2,sw,9.0,2,0.0,1.0,0.0
Nine-0301-1009,1,sw,9.0,4,0.0,0.25,0.0
Nine-0301-1009,2,sw,9.0,2,0.0,1.0,0.0
Nine-0301-1009,3,sw,9.0,2,0.0,1.0,0.0
Nine-0301-1171,1,sw,9.0,2,0.0,0.0,0.5
Nine-0301-1171,2,sw,9.0,5,0.0,0.4,0.4
Nine-0301-1171,3,sw,9.0,1,0.0,0.0,0.0
Nine-0301-1171,4,sw,9.0,2,0.5,0.5,0.0
Nine-0301-1171,5,sw,9.0,5,0.0,0.6,0.2
Nine-0401-1013,1,sw,9.0,2,0.0,0.5,0.5
Nine-0401-1013,2,sw,9.0,1,0.0,0.0,1.0
Nine-0401-1096,1,sw,9.0,4,0.25,0.5,0.0
Nine-0401-1096,2,sw,9.0,2,0.0,1.0,0.0
Nine-0401-1096,3,sw,9.0,3,0.0,0.3333333333333333,0.3333333333333333
Nine-0401-1096,4,sw,9.0,5,0.4,0.4,0.0
Nine-0502-5656,1,sw,9.0,3,0.0,0.3333333333333333,0.3333333333333333
Nine-0502-5656,2,sw,9.0,6,0.0,0.5,0.3333333333333333
Nine-0502-5656,3,sw,9.0,6,0.0,0.6666666666666666,0.3333333333333333
Nine-0601-5532,1,sw,9.0,4,0.0,0.5,0.5
Nine-0601-5532,2,sw,9.0,2,0.0,0.0,0.0
Nine-0601-5532,3,sw,9.0,2,0.0,0.0,1.0
Seven-0101-1373,1,sw,7.0,4,0.0,0.75,0.25
Seven-0101-1373,2,sw,7.0,6,0.0,0.5,0.0
Seven-0101-1373,3,sw,7.0,5,0.0,0.0,0.6
Seven-0102-5982,1,sw,7.0,8,0.125,0.25,0.5
Seven-0102-5982,2,sw,7.0,5,0.0,0.6,0.2
Seven-0102-5982,3,sw,7.0,1,0.0,0.0,0.0
Seven-0102-5982,4,sw,7.0,3,0.0,0.3333333333333333,0.6666666666666666
Seven-0102-5982,5,sw,7.0,4,0.0,0.0,0.75
Seven-0201-1152,1,sw,7.0,2,0.0,0.0,1.0
Seven-0201-1152,2,sw,7.0,5,0.0,0.0,0.8
Seven-0201-1152,3,sw,7.0,1,0.0,0.0,1.0
Seven-0201-1152,4,sw,7.0,5,0.0,0.4,0.2
Seven-0202-6362,1,sw,7.0,5,0.0,0.4,0.2
Seven-0202-6362,2,sw,7.0,7,0.14285714285714285,0.42857142857142855,0.2857142857142857
Seven-0202-6362,3,sw,7.0,3,0.0,0.3333333333333333,0.3333333333333333
Seven-0301-1342,1,sw,7.0,3,0.0,0.3333333333333333,0.3333333333333333
Seven-0301-1342,4,sw,7.0,1,1.0,0.0,0.0
Seven-0301-6399,1,sw,7.0,5,0.0,0.0,0.2
Seven-0301-6399,2,sw,7.0,4,0.0,0.25,0.25
Seven-0301-6399,3,sw,7.0,3,0.3333333333333333,0.3333333333333333,0.0
Seven-0401-1655,1,sw,7.0,2,0.0,0.0,0.5
Seven-0401-1655,2,sw,7.0,3,0.0,0.0,1.0
Seven-0601-6417,1,sw,7.0,1,0.0,0.0,1.0
Seven-0601-6417,2,sw,7.0,6,0.0,0.16666666666666666,0.6666666666666666
Seven-0601-6417,4,sw,7.0,2,0.0,0.5,0.5
Ten-0101-246,1,sw,10.0,5,0.4,0.4,0.0
Ten-0101-246,2,sw,10.0,1,0.0,1.0,0.0
Ten-0101-246,3,sw,10.0,2,0.0,0.0,0.5
Ten-0102-5728,1,sw,10.0,3,0.0,1.0,0.0
Ten-0102-5728,2,sw,10.0,3,0.0,0.6666666666666666,0.3333333333333333
Ten-0102-5728,3,sw,10.0,5,0.2,0.8,0.0
Ten-0102-5728,4,sw,10.0,1,0.0,0.0,1.0
Ten-0102-5728,5,sw,10.0,3,0.0,0.3333333333333333,0.6666666666666666
Ten-0301-1158,1,sw,10.0,5,0.4,0.6,0.0
Ten-0301-1158,2,sw,10.0,6,0.16666666666666666,0.3333333333333333,0.0
Ten-0301-1158,3,sw,10.0,6,0.5,0.3333333333333333,0.0
Ten-0301-242,1,sw,10.0,5,0.6,0.0,0.2
Ten-0301-242,2,sw,10.0,2,0.0,1.0,0.0
Ten-0401-800,1,sw,10.0,6,0.0,0.6666666666666666,0.16666666666666666
Ten-0401-800,2,sw,10.0,3,0.0,0.6666666666666666,0.0
Ten-0401-800,3,sw,10.0,4,0.0,0.25,0.75
Ten-0501-455,1,sw,10.0,6,0.5,0.5,0.0
Ten-0501-455,2,sw,10.0,4,0.25,0.5,0.0
Ten-0501-455,3,sw,10.0,4,0.25,0.5,0.0
Ten-0501-5669,1,sw,10.0,2,0.0,0.5,0.5
Ten-0501-5669,2,sw,10.0,3,0.0,0.6666666666666666,0.0
Ten-0501-5669,3,sw,10.0,2,0.0,1.0,0.0
Ten-0501-5669,5,sw,10.0,2,0.0,0.0,1.0
Ten-0501-5753,4,sw,10.0,4,1.0,0.0,0.0
Ten-0501-5753,5,sw,10.0,2,0.5,0.5,0.0
Ten-0501-5753,7,sw,10.0,3,0.3333333333333333,0.3333333333333333,0.0
Ten-0501-5753,8,sw,10.0,4,0.25,0.75,0.0
Ten-0501-5753,9,sw,10.0,4,0.0,1.0,0.0
Ten-0601-5737,1,sw,10.0,7,0.0,0.42857142857142855,0.14285714285714285
Ten-0601-5737,2,sw,10.0,7,0.0,0.14285714285714285,0.14285714285714285
Ten-0601-5737,3,sw,10.0,1,0.0,0.0,1.0
Ten-0601-825,1,sw,10.0,3,0.0,0.0,0.6666666666666666
Ten-0601-825,2,sw,10.0,2,0.0,0.0,1.0
Ten-0601-825,3,sw,10.0,2,0.0,0.0,0.5
Ten-0601-825,4,sw,10.0,2,0.0,0.0,0.0
Ten-0602-5894,1,sw,10.0,7,0.14285714285714285,0.2857142857142857,0.14285714285714285
Ten-0602-5894,2,sw,10.0,3,0.0,0.3333333333333333,0.3333333333333333
Ten-0602-5894,3,sw,10.0,5,0.2,0.4,0.0
ThirtyFive-0301-1675,1,sw,420.0,5,0.0,1.0,0.0
ThirtyFive-0301-1675,2,sw,420.0,4,0.25,0.75,0.0
ThirtyFive-0301-1675,3,sw,420.0,4,0.25,0.25,0.25
ThirtyFive-0301-1675,4,sw,420.0,3,0.0,0.3333333333333333,0.0
ThirtyNine-0101-1660,1,sw,468.0,6,0.3333333333333333,0.3333333333333333,0.16666666666666666
ThirtyNine-0101-1660,2,sw,468.0,6,0.6666666666666666,0.3333333333333333,0.0
ThirtyNine-0101-1660,3,sw,468.0,2,0.5,0.0,0.0
ThirtyNine-0101-1660,4,sw,468.0,5,0.4,0.6,0.0
ThirtyOne-0201-1676,1,sw,372.0,1,1.0,0.0,0.0
ThirtyOne-0201-1676,2,sw,372.0,2,0.0,1.0,0.0
TwentyEight-0101-1664,1,sw,336.0,4,0.25,0.5,0.0
TwentyEight-0101-1664,2,sw,336.0,3,1.0,0.0,0.0
TwentyEight-0101-1664,3,sw,336.0,3,0.3333333333333333,0.6666666666666666,0.0
TwentyFive-0101-1667,1,sw,300.0,5,0.2,0.4,0.2
TwentyFive-0101-1667,2,sw,300.0,6,0.3333333333333333,0.3333333333333333,0.0
TwentyFive-0101-1667,3,sw,300.0,5,0.6,0.2,0.2
TwentyFive-0201-1669,1,sw,300.0,5,0.4,0.6,0.0
TwentyFive-0201-1669,2,sw,300.0,5,1.0,0.0,0.0
TwentyFive-0201-1669,3,sw,300.0,5,0.6,0.4,0.0
TwentyFour-0101-1663,1,sw,288.0,7,0.14285714285714285,0.2857142857142857,0.2857142857142857
TwentyFour-0101-1663,2,sw,288.0,6,0.16666666666666666,0.3333333333333333,0.16666666666666666
TwentyFour-0101-1663,3,sw,288.0,6,0.5,0.0,0.0
TwentySeven-0101-1670,1,sw,324.0,5,0.4,0.4,0.0
TwentySeven-0101-1670,2,sw,324.0,9,0.5555555555555556,0.4444444444444444,0.0
TwentySeven-0101-1670,3,sw,324.0,5,1.0,0.0,0.0
TwentyThree-0601-1671,1,sw,276.0,7,0.2857142857142857,0.42857142857142855,0.0
TwentyThree-0601-1671,2,sw,276.0,7,0.42857142857142855,0.5714285714285714,0.0
TwentyThree-0601-1671,3,sw,276.0,3,0.3333333333333333,0.6666666666666666,0.0
TwentyTwo-0101-1661,1,sw,264.0,8,0.125,0.875,0.0
TwentyTwo-0101-1661,2,sw,264.0,7,0.14285714285714285,0.5714285714285714,0.0
TwentyTwo-0101-1661,3,sw,264.0,2,0.0,1.0,0.0
TwentyTwo-0101-1661,4,sw,264.0,6,0.0,0.3333333333333333,0.3333333333333333
TwentyTwo-0201-1665,1,sw,264.0,3,0.3333333333333333,0.6666666666666666,0.0
TwentyTwo-0201-1665,2,sw,264.0,10,0.3,0.1,0.3
TwentyTwo-0201-1665,3,sw,264.0,11,0.0,0.18181818181818182,0.0
TwentyTwo-0201-1665,4,sw,264.0,10,0.0,0.2,0.0
