participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Eight-0201-1170,2,hw,8.0,5,0.0,0.6,0.2
Eight-0201-1464,1,hw,8.0,8,0.0,0.5,0.125
Eight-0201-1464,2,hw,8.0,4,0.25,0.25,0.25
Eight-0201-1464,3,hw,8.0,1,1.0,0.0,0.0
Eight-0201-1464,4,hw,8.0,7,0.0,0.14285714285714285,0.42857142857142855
Eight-0301-1158,1,hw,8.0,5,0.4,0.4,0.0
Eight-0301-1158,2,hw,8.0,7,0.14285714285714285,0.42857142857142855,0.14285714285714285
Eight-0301-1158,3,hw,8.0,4,1.0,0.0,0.0
Eight-0301-1658,1,hw,8.0,3,0.3333333333333333,0.0,0.0
Eight-0301-1658,2,hw,8.0,3,0.0,0.0,0.0
Eight-0301-1658,3,hw,8.0,4,0.75,0.0,0.0
Eight-0302-5513,1,hw,8.0,2,0.0,0.0,1.0
Eight-0302-5513,2,hw,8.0,5,0.2,0.6,0.2
Eight-0302-5513,3,hw,8.0,3,0.0,0.0,0.6666666666666666
Eight-0302-5513,4,hw,8.0,4,0.25,0.25,0.25
Eight-0401-1638,1,hw,8.0,2,0.0,0.0,1.0
Eight-0401-1638,2,hw,8.0,6,0.0,0.0,1.0
Eight-0401-1638,3,hw,8.0,5,0.0,0.0,1.0
Eight-0501-6206,1,hw,8.0,4,0.0,0.0,1.0
Eight-0501-6206,2,hw,8.0,4,0.0,0.0,0.75
Eight-0501-6206,3,hw,8.0,2,0.0,0.0,1.0
Eight-0601-5801,1,hw,8.0,3,0.0,0.3333333333333333,0.6666666666666666
Eight-0601-5801,2,hw,8.0,2,0.0,0.0,0.0
Eight-0601-5801,4,hw,8.0,4,0.25,0.0,0.0
Eight-0601-5801,5,hw,8.0,7,0.42857142857142855,0.5714285714285714,0.0
Eleven-0101-141,1,hw,11.0,6,0.8333333333333334,0.0,0.0
Eleven-0101-141,2,hw,11.0,11,0.45454545454545453,0.36363636363636365,0.09090909090909091
Eleven-0101-141,3,hw,11.0,8,0.5,0.25,0.0
Eleven-0101-342,1,hw,11.0,4,0.0,0.5,0.5
Eleven-0101-342,2,hw,11.0,3,0.0,0.0,1.0
Eleven-0101-342,3,hw,11.0,8,0.0,0.25,0.5
Eleven-0201-209,1,hw,11.0,8,0.0,0.5,0.375
Eleven-0201-209,2,hw,11.0,9,0.0,0.7777777777777778,0.1111111111111111
Eleven-0201-209,3,hw,11.0,9,0.0,0.4444444444444444,0.4444444444444444
Eleven-0202-5721,1,hw,11.0,5,0.2,0.0,0.6
Eleven-0202-5721,2,hw,11.0,5,0.2,0.8,0.0
Eleven-0202-5721,3,hw,11.0,5,0.0,0.0,1.0
Eleven-0202-5721,4,hw,11.0,2,0.0,0.0,1.0
Eleven-0301-372,1,hw,11.0,5,1.0,0.0,0.0
Eleven-0301-372,2,hw,11.0,2,1.0,0.0,0.0
Eleven-0301-372,3,hw,11.0,1,1.0,0.0,0.0
Eleven-0301-418,1,hw,11.0,4,0.5,0.0,0.0
Eleven-0301-5909,1,hw,11.0,2,0.0,0.0,0.0
Eleven-0301-5909,2,hw,11.0,5,0.6,0.0,0.2
Eleven-0301-5909,6,hw,11.0,8,0.25,0.125,0.125
Eleven-0501-837,1,hw,11.0,2,0.5,0.5,0.0
Eleven-0501-837,3,hw,11.0,1,0.0,0.0,0.0
Eleven-0501-837,5,hw,11.0,1,1.0,0.0,0.0
Eleven-0501-837,6,hw,11.0,3,0.0,0.0,0.0
Eleven-0501-837,7,hw,11.0,5,0.0,0.4,0.0
FiftySix-0501-1673,1,hw,672.0,7,0.5714285714285714,0.2857142857142857,0.0
FiftySix-0501-1673,2,hw,672.0,4,0.0,0.25,0.75
FiftySix-0501-1673,3,hw,672.0,4,0.25,0.25,0.5
FortyOne-0101-1677,1,hw,492.0,5,0.2,0.8,0.0
FortyOne-0101-1677,2,hw,492.0,6,0.3333333333333333,0.5,0.16666666666666666
FortyOne-0101-1677,3,hw,492.0,5,0.2,0.8,0.0
FortySix-0101-1666,1,hw,552.0,4,0.25,0.5,0.0
FortySix-0101-1666,3,hw,552.0,3,0.3333333333333333,0.6666666666666666,0.0
FourtySix-0401-1672,1,hw,552.0,6,0.0,0.8333333333333334,0.0
