participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
Eight-0101-1579,1,hwo,8.0,6,0.5,0.3333333333333333,0.0
Eight-0101-1579,2,hwo,8.0,1,1.0,0.0,0.0
Eight-0101-947,1,hwo,8.0,1,1.0,0.0,0.0
Eight-0101-947,2,hwo,8.0,2,0.0,0.0,0.0
Eight-0201-1170,1,hwo,8.0,3,0.6666666666666666,0.0,0.0
Eight-0201-1170,2,hwo,8.0,2,0.5,0.0,0.0
Eight-0201-1170,3,hwo,8.0,3,0.6666666666666666,0.0,0.0
Eight-0201-1464,1,hwo,8.0,11,0.09090909090909091,0.36363636363636365,0.18181818181818182
Eight-0201-1464,2,hwo,8.0,9,0.3333333333333333,0.4444444444444444,0.0
Eight-0201-1464,3,hwo,8.0,2,1.0,0.0,0.0
Eight-0201-1464,4,hwo,8.0,4,0.75,0.0,0.0
Eight-0301-1158,1,hwo,8.0,2,1.0,0.0,0.0
Eight-0301-1158,2,hwo,8.0,3,1.0,0.0,0.0
Eight-0301-1158,3,hwo,8.0,4,0.5,0.0,0.25
Eight-0301-1158,4,hwo,8.0,2,1.0,0.0,0.0
Eight-0301-1658,1,hwo,8.0,3,0.3333333333333333,0.0,0.0
Eight-0301-1658,2,hwo,8.0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666
Eight-0301-1658,3,hwo,8.0,6,0.5,0.0,0.16666666666666666
Eight-0301-1658,4,hwo,8.0,4,0.25,0.0,0.0
Eight-0301-1658,5,hwo,8.0,3,0.6666666666666666,0.3333333333333333,0.0
Eight-0301-1658,6,hwo,8.0,2,1.0,0.0,0.0
Eight-0301-1658,9,hwo,8.0,1,0.0,0.0,0.0
Eight-0302-5513,1,hwo,8.0,9,0.2222222222222222,0.1111111111111111,0.3333333333333333
Eight-0302-5513,2,hwo,8.0,3,0.6666666666666666,0.0,0.0
Eight-0302-5513,4,hwo,8.0,1,0.0,0.0,1.0
Eight-0401-1638,1,hwo,8.0,12,0.16666666666666666,0.25,0.4166666666666667
Eight-0401-1638,2,hwo,8.0,8,0.0,0.25,0.375
Eight-0401-1638,3,hwo,8.0,7,0.14285714285714285,0.2857142857142857,0.42857142857142855
Eight-0401-1638,4,hwo,8.0,8,0.0,0.125,0.75
Eight-0501-6206,1,hwo,8.0,9,0.0,0.0,0.7777777777777778
Eight-0501-6206,2,hwo,8.0,4,0.0,0.0,1.0
Eight-0501-6206,3,hwo,8.0,10,0.0,0.2,0.4
Eight-0601-5801,1,hwo,8.0,6,0.5,0.3333333333333333,0.0
Eight-0601-5801,2,hwo,8.0,8,0.5,0.0,0.0
Eight-0601-5801,3,hwo,8.0,2,0.5,0.5,0.0
Eight-0601-5801,4,hwo,8.0,2,0.5,0.0,0.0
Eight-0601-5801,5,hwo,8.0,2,0.5,0.0,0.0
Eleven-0101-141,1,hwo,11.0,11,0.7272727272727273,0.0,0.0
Eleven-0101-141,2,hwo,11.0,7,0.5714285714285714,0.0,0.0
Eleven-0101-141,3,hwo,11.0,6,1.0,0.0,0.0
Eleven-0101-141,4,hwo,11.0,5,0.6,0.0,0.0
Eleven-0101-141,5,hwo,11.0,4,1.0,0.0,0.0
Eleven-0101-342,1,hwo,11.0,2,0.0,1.0,0.0
Eleven-0101-342,2,hwo,11.0,2,0.0,0.0,0.5
Eleven-0101-342,3,hwo,11.0,4,0.0,0.25,0.5
Eleven-0201-209,1,hwo,11.0,7,0.5714285714285714,0.0,0.0
Eleven-0201-209,2,hwo,11.0,12,0.16666666666666666,0.25,0.08333333333333333
Eleven-0201-209,3,hwo,11.0,9,0.1111111111111111,0.4444444444444444,0.0
Eleven-0202-5721,1,hwo,11.0,6,0.16666666666666666,0.3333333333333333,0.3333333333333333
Eleven-0202-5721,2,hwo,11.0,1,0.0,0.0,0.0
Eleven-0202-5721,3,hwo,11.0,4,0.5,0.0,0.0
Eleven-0202-5721,4,hwo,11.0,3,0.6666666666666666,0.0,0.0
Eleven-0301-372,5,hwo,11.0,3,0.6666666666666666,0.3333333333333333,0.0
Eleven-0301-372,6,hwo,11.0,2,0.5,0.5,0.0
Eleven-0301-418,1,hwo,11.0,2,0.0,0.0,1.0
Eleven-0301-418,3,hwo,11.0,3,0.3333333333333333,0.0,0.3333333333333333
Eleven-0301-418,4,hwo,11.0,2,0.5,0.0,0.0
Eleven-0301-418,5,hwo,11.0,3,0.3333333333333333,0.0,0.0
Eleven-0301-5909,1,hwo,11.0,5,0.6,0.4,0.0
Eleven-0301-5909,2,hwo,11.0,5,0.4,0.4,0.0
Eleven-0301-5909,3,hwo,11.0,5,0.2,0.0,0.4
Eleven-0301-5909,4,hwo,11.0,3,1.0,0.0,0.0
Eleven-0301-5909,7,hwo,11.0,1,0.0,1.0,0.0
Eleven-0501-837,1,hwo,11.0,8,0.375,0.0,0.0
Eleven-0501-837,2,hwo,11.0,5,0.4,0.0,0.0
Eleven-0501-837,3,hwo,11.0,3,0.0,0.6666666666666666,0.0
Eleven-0501-837,4,hwo,11.0,3,1.0,0.0,0.0
FiftySix-0501-1673,1,hwo,672.0,7,0.42857142857142855,0.14285714285714285,0.14285714285714285
FiftySix-0501-1673,2,hwo,672.0,5,0.8,0.0,0.0
FiftySix-0501-1673,3,hwo,672.0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666
FiftySix-0501-1673,4,hwo,672.0,4,1.0,0.0,0.0
FiftySix-0501-1673,5,hwo,672.0,2,1.0,0.0,0.0
FortyOne-0101-1677,1,hwo,492.0,11,0.18181818181818182,0.2727272727272727,0.18181818181818182
