participant_id,trial_number,condition,participant_age_months,total_transitions,agent_agent_attention_pct,agent_object_binding_pct,motion_tracking_pct
FortyOne-0101-1677,2,hwo,492.0,9,0.2222222222222222,0.3333333333333333,0.1111111111111111
FortyOne-0101-1677,3,hwo,492.0,8,0.375,0.375,0.125
FortySix-0101-1666,1,hwo,552.0,6,0.16666666666666666,0.3333333333333333,0.0
FortySix-0101-1666,2,hwo,552.0,4,0.5,0.5,0.0
FortySix-0101-1666,3,hwo,552.0,8,0.5,0.125,0.0
FourtySix-0401-1672,1,hwo,552.0,10,0.2,0.3,0.0
FourtySix-0401-1672,2,hwo,552.0,7,0.42857142857142855,0.0,0.0
FourtySix-0401-1672,3,hwo,552.0,7,1.0,0.0,0.0
Nine-0101-598,1,hwo,9.0,3,0.6666666666666666,0.0,0.0
Nine-0101-598,2,hwo,9.0,4,1.0,0.0,0.0
Nine-0101-598,3,hwo,9.0,1,0.0,0.0,0.0
Nine-0101-694,1,hwo,9.0,4,0.25,0.5,0.0
Nine-0101-694,2,hwo,9.0,5,0.4,0.2,0.2
Nine-0101-694,3,hwo,9.0,1,1.0,0.0,0.0
Nine-0101-694,4,hwo,9.0,3,0.0,0.3333333333333333,0.3333333333333333
Nine-0101-707,1,hwo,9.0,3,0.3333333333333333,0.0,0.0
Nine-0101-707,2,hwo,9.0,5,0.6,0.0,0.0
Nine-0101-707,3,hwo,9.0,5,0.0,0.4,0.0
Nine-0201-1035,1,hwo,9.0,5,0.2,0.0,0.0
Nine-0201-1035,2,hwo,9.0,7,0.0,0.42857142857142855,0.2857142857142857
Nine-0201-1035,3,hwo,9.0,3,0.0,0.0,0.6666666666666666
Nine-0201-464,1,hwo,9.0,5,0.4,0.0,0.2
Nine-0201-464,2,hwo,9.0,2,0.0,0.5,0.5
Nine-0201-464,3,hwo,9.0,6,0.16666666666666666,0.16666666666666666,0.16666666666666666
Nine-0301-1009,1,hwo,9.0,7,0.0,0.14285714285714285,0.7142857142857143
Nine-0301-1009,2,hwo,9.0,6,0.0,0.8333333333333334,0.0
Nine-0301-1009,3,hwo,9.0,9,0.3333333333333333,0.1111111111111111,0.1111111111111111
Nine-0301-1171,3,hwo,9.0,1,0.0,0.0,0.0
Nine-0401-1013,1,hwo,9.0,4,1.0,0.0,0.0
Nine-0401-1013,2,hwo,9.0,8,0.375,0.125,0.375
Nine-0401-1013,3,hwo,9.0,3,1.0,0.0,0.0
Nine-0401-1013,4,hwo,9.0,2,0.5,0.0,0.0
Nine-0401-1013,5,hwo,9.0,5,0.2,0.4,0.2
Nine-0401-1096,1,hwo,9.0,7,0.14285714285714285,0.2857142857142857,0.2857142857142857
Nine-0401-1096,2,hwo,9.0,5,0.2,0.4,0.0
Nine-0401-1096,3,hwo,9.0,6,0.3333333333333333,0.3333333333333333,0.0
Nine-0401-1096,4,hwo,9.0,3,0.6666666666666666,0.0,0.0
Nine-0502-5656,1,hwo,9.0,7,0.2857142857142857,0.2857142857142857,0.0
Nine-0502-5656,2,hwo,9.0,8,0.625,0.25,0.0
Nine-0502-5656,3,hwo,9.0,13,0.46153846153846156,0.3076923076923077,0.0
Nine-0502-5656,4,hwo,9.0,2,1.0,0.0,0.0
Nine-0601-5532,1,hwo,9.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Nine-0601-5532,2,hwo,9.0,5,0.4,0.2,0.2
Nine-0601-5532,3,hwo,9.0,4,0.25,0.25,0.5
Nine-0601-5532,4,hwo,9.0,6,0.5,0.16666666666666666,0.16666666666666666
Seven-0101-1373,1,hwo,7.0,5,0.8,0.0,0.0
Seven-0101-1373,2,hwo,7.0,7,0.14285714285714285,0.42857142857142855,0.14285714285714285
Seven-0102-5982,1,hwo,7.0,7,0.42857142857142855,0.0,0.14285714285714285
Seven-0102-5982,2,hwo,7.0,2,0.0,0.0,1.0
Seven-0102-5982,6,hwo,7.0,2,0.0,0.0,1.0
Seven-0201-1152,1,hwo,7.0,9,0.0,0.3333333333333333,0.5555555555555556
Seven-0201-1152,7,hwo,7.0,2,0.5,0.5,0.0
Seven-0202-6362,1,hwo,7.0,5,0.6,0.0,0.0
Seven-0202-6362,2,hwo,7.0,4,0.5,0.0,0.0
Seven-0202-6362,3,hwo,7.0,4,0.5,0.5,0.0
Seven-0301-1342,1,hwo,7.0,2,1.0,0.0,0.0
Seven-0301-6399,1,hwo,7.0,2,0.0,0.5,0.0
Seven-0301-6399,3,hwo,7.0,1,0.0,0.0,0.0
Seven-0301-6399,5,hwo,7.0,5,0.4,0.0,0.0
Seven-0401-1655,1,hwo,7.0,3,0.0,0.0,0.3333333333333333
Seven-0401-1655,8,hwo,7.0,3,0.0,0.0,0.3333333333333333
Seven-0401-1655,9,hwo,7.0,4,0.25,0.25,0.25
Seven-0401-1655,10,hwo,7.0,5,0.2,0.2,0.2
Seven-0601-6417,1,hwo,7.0,5,0.0,0.2,0.4
Seven-0601-6417,2,hwo,7.0,4,0.0,0.25,0.5
Seven-0601-6417,3,hwo,7.0,5,0.0,0.2,0.6
Seven-0601-6417,4,hwo,7.0,3,0.0,0.0,1.0
Ten-0101-246,1,hwo,10.0,2,0.0,1.0,0.0
Ten-0101-246,3,hwo,10.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
Ten-0102-5728,1,hwo,10.0,9,0.1111111111111111,0.2222222222222222,0.0
Ten-0102-5728,2,hwo,10.0,3,0.3333333333333333,0.6666666666666666,0.0
Ten-0102-5728,3,hwo,10.0,5,0.2,0.4,0.0
Ten-0102-5728,4,hwo,10.0,2,0.0,1.0,0.0
Ten-0102-5728,8,hwo,10.0,6,0.6666666666666666,0.3333333333333333,0.0
Ten-0102-5728,10,hwo,10.0,4,0.0,0.25,0.5
Ten-0301-1158,1,hwo,10.0,2,1.0,0.0,0.0
Ten-0301-1158,2,hwo,10.0,2,1.0,0.0,0.0
Ten-0301-1158,3,hwo,10.0,3,0.6666666666666666,0.0,0.0
Ten-0301-1158,4,hwo,10.0,4,0.0,0.5,0.0
Ten-0301-242,1,hwo,10.0,3,0.6666666666666666,0.0,0.0
Ten-0301-242,2,hwo,10.0,5,0.2,0.4,0.0
Ten-0301-242,3,hwo,10.0,2,1.0,0.0,0.0
Ten-0401-800,1,hwo,10.0,5,0.4,0.0,0.4
Ten-0401-800,2,hwo,10.0,7,0.5714285714285714,0.0,0.14285714285714285
Ten-0401-800,3,hwo,10.0,7,0.2857142857142857,0.14285714285714285,0.14285714285714285
Ten-0401-800,4,hwo,10.0,7,0.42857142857142855,0.0,0.2857142857142857
Ten-0501-455,1,hwo,10.0,6,0.3333333333333333,0.3333333333333333,0.0
Ten-0501-455,2,hwo,10.0,9,0.4444444444444444,0.2222222222222222,0.0
Ten-0501-455,3,hwo,10.0,5,0.4,0.4,0.0
Ten-0501-5669,1,hwo,10.0,7,0.0,0.14285714285714285,0.5714285714285714
Ten-0501-5669,2,hwo,10.0,6,0.16666666666666666,0.0,0.0
Ten-0501-5669,3,hwo,10.0,8,0.375,0.125,0.125
Ten-0501-5753,1,hwo,10.0,5,1.0,0.0,0.0
Ten-0501-5753,2,hwo,10.0,5,0.8,0.0,0.0
Ten-0501-5753,3,hwo,10.0,3,1.0,0.0,0.0
Ten-0501-5753,6,hwo,10.0,3,0.6666666666666666,0.0,0.0
Ten-0501-5753,7,hwo,10.0,5,1.0,0.0,0.0
Ten-0501-5753,8,hwo,10.0,6,0.8333333333333334,0.0,0.0
Ten-0601-5737,1,hwo,10.0,12,0.5,0.0,0.08333333333333333
Ten-0601-5737,2,hwo,10.0,10,0.6,0.2,0.1
Ten-0601-5737,3,hwo,10.0,8,0.375,0.25,0.0
Ten-0601-5737,6,hwo,10.0,5,0.0,0.4,0.4
Ten-0601-825,1,hwo,10.0,8,0.0,0.625,0.25
Ten-0601-825,2,hwo,10.0,11,0.09090909090909091,0.5454545454545454,0.09090909090909091
Ten-0601-825,3,hwo,10.0,5,0.2,0.0,0.4
Ten-0602-5894,1,hwo,10.0,6,0.3333333333333333,0.6666666666666666,0.0
Ten-0602-5894,2,hwo,10.0,10,0.3,0.2,0.0
Ten-0602-5894,3,hwo,10.0,4,1.0,0.0,0.0
Ten-0602-5894,4,hwo,10.0,1,0.0,0.0,1.0
Ten-0602-5894,6,hwo,10.0,4,0.0,0.5,0.25
ThirtyFive-0301-1675,1,hwo,420.0,11,0.18181818181818182,0.18181818181818182,0.0
ThirtyFive-0301-1675,2,hwo,420.0,11,0.0,0.6363636363636364,0.18181818181818182
ThirtyFive-0301-1675,3,hwo,420.0,15,0.06666666666666667,0.06666666666666667,0.06666666666666667
ThirtyFive-0301-1675,4,hwo,420.0,5,0.2,0.2,0.2
ThirtyNine-0101-1660,1,hwo,468.0,8,0.125,0.625,0.0
ThirtyNine-0101-1660,2,hwo,468.0,10,0.4,0.2,0.0
ThirtyNine-0101-1660,3,hwo,468.0,12,0.25,0.25,0.16666666666666666
ThirtyOne-0201-1676,1,hwo,372.0,13,0.0,0.3076923076923077,0.23076923076923078
ThirtyOne-0201-1676,2,hwo,372.0,8,0.125,0.625,0.125
ThirtyOne-0201-1676,3,hwo,372.0,10,0.2,0.8,0.0
TwentyEight-0101-1664,1,hwo,336.0,11,0.09090909090909091,0.5454545454545454,0.0
TwentyEight-0101-1664,2,hwo,336.0,14,0.0,0.5714285714285714,0.07142857142857142
TwentyEight-0101-1664,3,hwo,336.0,11,0.18181818181818182,0.18181818181818182,0.45454545454545453
TwentyFive-0101-1667,1,hwo,300.0,9,0.5555555555555556,0.2222222222222222,0.1111111111111111
TwentyFive-0101-1667,2,hwo,300.0,5,0.4,0.6,0.0
TwentyFive-0101-1667,3,hwo,300.0,5,0.8,0.2,0.0
TwentyFive-0201-1669,1,hwo,300.0,9,0.1111111111111111,0.4444444444444444,0.3333333333333333
TwentyFive-0201-1669,2,hwo,300.0,8,0.25,0.375,0.125
TwentyFive-0201-1669,3,hwo,300.0,10,0.2,0.3,0.2
TwentyFive-0201-1669,4,hwo,300.0,5,0.2,0.0,0.0
TwentyFour-0101-1663,1,hwo,288.0,13,0.38461538461538464,0.15384615384615385,0.0
TwentyFour-0101-1663,2,hwo,288.0,6,0.3333333333333333,0.3333333333333333,0.0
TwentyFour-0101-1663,3,hwo,288.0,4,0.5,0.0,0.0
TwentySeven-0101-1670,1,hwo,324.0,13,0.3076923076923077,0.23076923076923078,0.07692307692307693
TwentySeven-0101-1670,2,hwo,324.0,9,0.7777777777777778,0.0,0.0
TwentySeven-0101-1670,3,hwo,324.0,10,0.6,0.2,0.0
TwentyThree-0601-1671,1,hwo,276.0,13,0.23076923076923078,0.3076923076923077,0.23076923076923078
TwentyThree-0601-1671,2,hwo,276.0,11,0.0,0.2727272727272727,0.45454545454545453
TwentyThree-0601-1671,3,hwo,276.0,15,0.2,0.5333333333333333,0.2
TwentyThree-0601-1671,4,hwo,276.0,7,0.0,0.14285714285714285,0.5714285714285714
TwentyTwo-0101-1661,1,hwo,264.0,13,0.15384615384615385,0.38461538461538464,0.23076923076923078
TwentyTwo-0101-1661,2,hwo,264.0,6,0.0,0.6666666666666666,0.3333333333333333
TwentyTwo-0101-1661,3,hwo,264.0,10,0.0,0.2,0.3
TwentyTwo-0101-1661,4,hwo,264.0,3,0.3333333333333333,0.0,0.0
TwentyTwo-0201-1665,1,hwo,264.0,14,0.42857142857142855,0.14285714285714285,0.14285714285714285
TwentyTwo-0201-1665,2,hwo,264.0,15,0.3333333333333333,0.0,0.13333333333333333
TwentyTwo-0201-1665,3,hwo,264.0,12,0.08333333333333333,0.3333333333333333,0.25
