participant_id,trial_number,condition,participant_age_months,man_face_to_man_body,man_face_to_woman_face,man_face_to_woman_body,man_face_to_toy_present,man_face_to_toy_location,man_body_to_man_face,man_body_to_woman_face,man_body_to_woman_body,man_body_to_toy_present,man_body_to_toy_location,woman_face_to_man_face,woman_face_to_man_body,woman_face_to_woman_body,woman_face_to_toy_present,woman_face_to_toy_location,woman_body_to_man_face,woman_body_to_man_body,woman_body_to_woman_face,woman_body_to_toy_present,woman_body_to_toy_location,toy_present_to_man_face,toy_present_to_man_body,toy_present_to_woman_face,toy_present_to_woman_body,toy_present_to_toy_location,toy_location_to_man_face,toy_location_to_man_body,toy_location_to_woman_face,toy_location_to_woman_body,toy_location_to_toy_present
Eight-0101-1579,1,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eight-0101-947,1,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eight-0201-1170,1,swo,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eight-0201-1170,2,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Eight-0201-1170,3,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Eight-0201-1170,4,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eight-0201-1464,1,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eight-0201-1464,2,swo,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eight-0201-1464,3,swo,8.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eight-0301-1158,1,swo,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eight-0301-1158,2,swo,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Eight-0301-1158,3,swo,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eight-0301-1658,5,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eight-0301-1658,6,swo,8.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0
Eight-0302-5513,1,swo,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eight-0302-5513,3,swo,8.0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Eight-0401-1638,1,swo,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Eight-0401-1638,2,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
Eight-0401-1638,3,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Eight-0501-6206,1,swo,8.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Eight-0501-6206,2,swo,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eight-0501-6206,3,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Eight-0601-5801,1,swo,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Eleven-0101-141,1,swo,11.0,1,1,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Eleven-0101-141,2,swo,11.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eleven-0101-141,3,swo,11.0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Eleven-0101-342,2,swo,11.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Eleven-0101-342,3,swo,11.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Eleven-0101-342,4,swo,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Eleven-0201-209,1,swo,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Eleven-0201-209,2,swo,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Eleven-0201-209,3,swo,11.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0
Eleven-0201-209,4,swo,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleven-0202-5721,1,swo,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eleven-0202-5721,2,swo,11.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Eleven-0202-5721,3,swo,11.0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
